id,order_id,product_id,qty,rate,amount
20757,2916,128,6,8,48.00
20758,2916,156,1,185,185.00
20759,2917,129,15,22,330.00
20760,2917,354,20,20.3,406.00
20761,2917,90,2,300,600.00
20768,2918,191,1,130.75,130.75
20769,2918,165,3,75,225.00
20770,2918,161,4,27.5,110.00
20771,2918,174,15,6.41,96.15
20772,2918,233,1,20,20.00
20773,2918,234,1,100,100.00
20774,2918,213,1,451.54,451.54
20800,2920,41,14,100,1400.00
20801,2920,341,1,59.16,59.16
20802,2920,276,30,19.75,592.50
20803,2920,265,1,80,80.00
20804,2920,246,1,50,50.00
20805,2921,352,1,300,300.00
20806,2921,270,1,35,35.00
20807,2921,233,1,20,20.00
20808,2921,240,,,
20809,2922,148,15,41.4,621.00
20810,2922,166,15,17.69,265.35
20811,2922,146,1,126.36,126.36
20812,2923,351,30,10.1,303.00
20813,2923,61,30,12,360.00
20819,2924,132,10,18,180.00
20820,2924,97,20,1.51,30.20
20821,2924,148,20,41.4,828.00
20822,2924,164,10,20.29,202.90
20823,2924,129,20,22,440.00
20824,2925,97,15,1.51,22.65
20825,2925,130,10,28.57,285.70
20826,2925,61,15,12,180.00
20827,2925,129,15,22,330.00
20828,2926,41,16,100,1600.00
20829,2926,227,16,6.37,101.92
20830,2926,175,16,17,272.00
20831,2926,173,8,23.57,188.56
20832,2927,203,7,84.34,590.38
20833,2927,84,14,2.74,38.36
20834,2927,111,7,21.5,150.50
20835,2927,173,7,23.57,164.99
20836,2928,334,15,7.83,117.45
20837,2928,276,15,19.75,296.25
20838,2928,173,15,23.57,353.55
20839,2929,203,5,84.34,421.70
20840,2929,341,1,59.16,59.16
20841,2929,154,6,46.46,278.76
20842,2929,173,5,23.57,117.85
20843,2930,171,14,31,434.00
20844,2930,128,14,8,112.00
20845,2930,173,7,23.57,164.99
20846,2930,198,10,2.48,24.80
20871,2931,59,15,21.43,321.45
20872,2931,147,15,1.5,22.50
20873,2931,313,15,16.9,253.50
20874,2931,173,15,23.57,353.55
20875,2931,204,15,30.75,461.25
20876,2931,34,14,33.92,474.88
20877,2931,111,7,21.5,150.50
20878,2931,341,1,59.16,59.16
20879,2931,360,15,15,225.00
20880,2932,171,10,31,310.00
20881,2932,127,1,250,250.00
20882,2932,111,7,21.5,150.50
20883,2932,318,1,285,285.00
20884,2933,165,5,75,375.00
20885,2933,173,5,23.57,117.85
20886,2933,185,15,8.33,124.95
20887,2933,111,5,21.5,107.50
20892,2934,61,20,12,240.00
20893,2934,148,20,41.4,828.00
20894,2935,341,1,59.16,59.16
20895,2935,276,30,19.75,592.50
20896,2935,146,1,126.36,126.36
20904,2936,342,60,10.28,616.80
20905,2936,135,30,2.8,84.00
20906,2936,173,8,23.57,188.56
20907,2937,260,3,114.45,343.35
20908,2937,225,2,73.14,146.28
20909,2937,270,1,35,35.00
20910,2937,234,1,100,100.00
20911,2937,237,1,60,60.00
20912,2938,165,5,75,375.00
20913,2938,355,15,34,510.00
20914,2938,346,10,11.21,112.10
20915,2939,203,7,84.34,590.38
20916,2939,115,7,6.73,47.11
20917,2939,173,7,23.57,164.99
20918,2939,111,14,21.5,301.00
20919,2940,97,20,1.51,30.20
20920,2940,191,1,130.75,130.75
20921,2940,61,20,12,240.00
20922,2940,351,20,10.1,202.00
20923,2940,119,15,1.56,23.40
20944,2942,164,10,20.29,202.90
20945,2942,165,5,75,375.00
20946,2942,147,10,1.5,15.00
20947,2942,354,10,20.3,203.00
20948,2942,88,15,2.23,33.45
20949,2943,176,48,13.95,669.60
20950,2943,171,14,31,434.00
20951,2943,88,21,2.23,46.83
20952,2943,130,10,28.57,285.70
20953,2944,164,10,20.29,202.90
20954,2944,106,1,275,275.00
20955,2944,142,10,14.11,141.10
20956,2944,351,10,10.1,101.00
20957,2945,164,10,20.29,202.90
20958,2945,61,18,12,216.00
20959,2945,129,15,22,330.00
20960,2945,174,30,6.41,192.30
20961,2946,132,10,18,180.00
20962,2946,344,10,282.2,2822.00
20963,2946,65,10,70,700.00
20964,2946,345,60,19.64,1178.40
20965,2946,63,30,10,300.00
21001,2941,294,1,480,480.00
21002,2941,258,1,105.73,105.73
21003,2941,270,1,35,35.00
21004,2941,233,1,20,20.00
21005,2941,232,1,15,15.00
21006,2941,234,1,100,100.00
21007,2941,286,1,117,117.00
21008,2941,169,1,100,100.00
21009,2941,92,1,43.16,43.16
21010,2941,265,1,80,80.00
21011,2941,246,1,50,50.00
21017,2949,96,1,140,140.00
21018,2949,226,10,21.5,215.00
21026,2950,171,6,31,186.00
21027,2950,88,6,2.23,13.38
21028,2950,336,3,21.14,63.42
21029,2950,173,3,23.57,70.71
21030,2951,132,10,18,180.00
21031,2951,65,10,70,700.00
21032,2951,112,5,50,250.00
21033,2951,165,5,75,375.00
21034,2951,88,15,2.23,33.45
21035,2952,113,30,7.72,231.60
21036,2952,288,30,19.5,585.00
21037,2952,191,1,130.75,130.75
21038,2952,166,15,17.69,265.35
21041,2954,354,5,20.3,101.50
21042,2954,265,1,80,80.00
21064,2955,213,6,451.54,2709.24
21065,2955,41,16,100,1600.00
21066,2955,111,16,21.5,344.00
21067,2955,173,8,23.57,188.56
21068,2955,233,6,20,120.00
21072,2956,246,6,50,300.00
21073,2956,219,1,85.67,85.67
21074,2956,239,3,50,150.00
21075,2957,50,6,220,1320.00
21076,2957,171,16,31,496.00
21077,2957,173,8,23.57,188.56
21078,2957,111,16,21.5,344.00
21079,2957,99,1,145.31,145.31
21080,2957,233,6,20,120.00
21081,2957,246,3,50,150.00
21082,2957,239,3,50,150.00
21083,2957,219,1,85.67,85.67
21084,2957,238,12,5,60.00
21116,2959,97,15,1.51,22.65
21117,2959,132,15,18,270.00
21118,2959,283,15,46.91,703.65
21119,2959,130,10,28.57,285.70
21120,2959,273,1,1008.30,1008.30
21121,2959,231,1,15,15.00
21122,2959,351,15,10.1,151.50
21128,2960,165,5,75,375.00
21129,2960,88,15,2.23,33.45
21130,2960,161,10,27.5,275.00
21131,2960,174,14,6.41,89.74
21132,2960,354,10,20.3,203.00
21133,2960,164,10,20.29,202.90
21134,2961,132,20,18,360.00
21135,2961,148,20,41.4,828.00
21136,2961,199,40,1.5,60.00
21137,2961,191,1,130.75,130.75
21138,2961,97,20,1.51,30.20
21140,2963,148,30,41.4,1242.00
21141,2963,166,15,17.69,265.35
21142,2963,81,10,3.01,30.10
21147,2965,216,1,245.45,245.45
21148,2965,203,7,84.34,590.38
21149,2965,226,10,21.5,215.00
21150,2965,265,1,80,80.00
21167,2966,294,5,480,2400.00
21168,2966,181,10,37.03,370.30
21169,2966,171,10,31,310.00
21170,2966,360,10,15,150.00
21171,2966,119,30,1.56,46.80
21172,2966,233,5,20,100.00
21173,2966,234,1,100,100.00
21174,2966,246,1,50,50.00
21175,2967,294,1,480,480.00
21176,2967,156,1,185,185.00
21177,2967,265,1,80,80.00
21178,2967,246,1,50,50.00
21179,2967,233,1,20,20.00
21180,2967,234,2,100,200.00
21181,2967,41,10,100,1000.00
21182,2964,130,5,28.57,142.85
21183,2964,55,10,47.21,472.10
21184,2964,88,15,2.23,33.45
21185,2964,174,15,6.41,96.15
21186,2968,258,1,105.73,105.73
21187,2968,286,1,117,117.00
21188,2968,322,1,430,430.00
21189,2968,328,1,163,163.00
21190,2968,270,1,35,35.00
21191,2968,232,1,15,15.00
21192,2968,265,1,80,80.00
21193,2969,130,5,28.57,142.85
21194,2969,191,1,130.75,130.75
21195,2969,106,1,275,275.00
21196,2969,61,5,12,60.00
21197,2969,129,5,22,110.00
21198,2970,354,10,20.3,203.00
21199,2970,203,5,84.34,421.70
21200,2970,351,10,10.1,101.00
21201,2970,90,2,300,600.00
21202,2971,139,2,21.45,42.90
21203,2971,108,1,235,235.00
21204,2972,130,10,28.57,285.70
21205,2972,171,14,31,434.00
21206,2972,88,21,2.23,46.83
21207,2972,183,1,195,195.00
21208,2972,179,20,10.5,210.00
21209,2972,216,1,245.45,245.45
21210,2972,61,30,12,360.00
21211,2973,171,14,31,434.00
21212,2973,88,21,2.23,46.83
21213,2973,187,20,19.97,399.40
21214,2973,161,10,27.5,275.00
21215,2973,354,20,20.3,406.00
21236,2974,132,10,18,180.00
21237,2974,349,10,19.67,196.70
21238,2974,266,10,250,2500.00
21239,2974,41,10,100,1000.00
21240,2974,65,10,70,700.00
21241,2975,130,5,28.57,142.85
21242,2975,34,10,33.92,339.20
21265,2979,97,20,1.51,30.20
21266,2979,148,20,41.4,828.00
21267,2979,132,20,18,360.00
21268,2979,174,30,6.41,192.30
21269,2979,164,10,20.29,202.90
21270,2980,34,10,33.92,339.20
21271,2980,111,5,21.5,107.50
21272,2980,173,5,23.57,117.85
21278,2982,89,20,18.85,377.00
21279,2982,39,20,7.4,148.00
21280,2983,303,10,136.87,1368.70
21281,2983,61,20,12,240.00
21282,2983,351,20,10.1,202.00
21283,2984,41,10,100,1000.00
21284,2984,146,1,126.36,126.36
21285,2984,216,1,245.45,245.45
21286,2985,203,5,84.34,421.70
21287,2985,123,1,209.20,209.20
21288,2985,193,1,72.83,72.83
21289,2985,185,20,8.33,166.60
21290,2986,171,14,31,434.00
21291,2986,173,7,23.57,164.99
21292,2986,230,1,112.90,112.90
21293,2987,111,5,21.5,107.50
21294,2987,89,10,18.85,188.50
21295,2987,59,5,21.43,107.15
21296,2987,147,5,1.64,8.20
21297,2987,113,10,7.72,77.20
21298,2988,260,6,114.45,686.70
21299,2988,171,14,31,434.00
21300,2988,173,7,23.57,164.99
21301,2988,111,14,21.5,301.00
21302,2988,233,6,20,120.00
21303,2988,270,6,35,210.00
21304,2989,171,14,31,434.00
21305,2989,88,21,2.23,46.83
21306,2989,166,15,17.69,265.35
21307,2989,111,10,21.5,215.00
21308,2989,130,10,28.57,285.70
21325,2948,294,2,480,960.00
21326,2948,41,10,100,1000.00
21327,2948,173,5,23.57,117.85
21328,2948,119,30,1.56,46.80
21329,2948,233,5,20,100.00
21342,2991,266,10,250,2500.00
21343,2977,164,10,20.29,202.90
21344,2977,165,5,75,375.00
21345,2977,88,15,2.23,33.45
21346,2977,69,1,731.2,731.20
21347,2981,164,10,20.29,202.90
21348,2981,106,1,275,275.00
21349,2981,191,1,130.75,130.75
21350,2981,185,30,8.33,249.90
21351,2981,354,20,20.3,406.00
21352,2992,171,14,31,434.00
21353,2992,111,2,21.5,43.00
21354,2993,165,5,75,375.00
21355,2993,166,10,17.69,176.90
21356,2993,298,1,290,290.00
21357,2993,88,15,2.23,33.45
21358,2994,164,10,20.29,202.90
21359,2994,69,1,731.2,731.20
21360,2994,179,20,10.5,210.00
21361,2994,354,10,20.3,203.00
21362,2995,132,15,18,270.00
21363,2995,148,14,41.4,579.60
21364,2995,65,15,70,1050.00
21365,2996,294,3,480,1440.00
21366,2996,171,16,31,496.00
21367,2996,173,8,23.57,188.56
21368,2996,111,16,21.5,344.00
21369,2996,318,1,285,285.00
21370,2996,233,3,20,60.00
21371,2996,272,1,461.63,461.63
21372,2997,213,6,451.54,2709.24
21373,2997,322,3,430,1290.00
21374,2997,233,6,20,120.00
21375,2997,270,3,35,105.00
21376,2997,173,3,23.57,70.71
21380,2999,174,30,6.41,192.30
21381,2999,165,5,75,375.00
21382,2999,88,15,2.23,33.45
21383,2999,70,1,117.58,117.58
21384,2999,123,1,209.20,209.20
21385,2999,151,6,21.15,126.90
21386,2999,231,2,15,30.00
21390,2998,130,10,28.57,285.70
21391,2998,198,30,2.48,74.40
21392,2998,55,10,47.21,472.10
21393,3000,132,15,18,270.00
21394,3000,148,14,41.4,579.60
21395,3000,273,1,1008.30,1008.30
21396,3000,231,1,15,15.00
21397,3000,65,15,70,1050.00
21407,3002,273,1,1008.30,1008.30
21408,3002,231,1,15,15.00
21419,3004,206,1,304.25,304.25
21420,3004,161,7,27.5,192.50
21421,3005,334,10,7.83,78.30
21422,3005,266,10,250,2500.00
21423,3005,65,10,70,700.00
21424,3006,298,1,290,290.00
21425,3006,191,1,130.75,130.75
21426,3006,106,1,275,275.00
21431,3008,97,15,1.51,22.65
21432,3008,132,15,18,270.00
21433,3008,148,15,41.4,621.00
21434,3008,191,1,130.75,130.75
21435,3008,226,13,21.5,279.50
21436,3007,132,10,18,180.00
21437,3007,283,10,46.91,469.10
21438,3007,174,15,6.41,96.15
21439,3007,165,5,75,375.00
21440,3009,360,12,15,180.00
21441,3009,173,7,23.57,164.99
21442,3009,147,10,1.64,16.40
21443,3009,111,7,21.5,150.50
21444,3010,165,5,75,375.00
21445,3010,88,15,2.23,33.45
21446,3010,69,1,731.2,731.20
21447,3010,354,10,20.3,203.00
21448,3010,130,5,28.57,142.85
21449,3011,164,5,20.29,101.45
21450,3011,171,10,31,310.00
21451,3011,88,15,2.23,33.45
21452,3011,179,10,10.5,105.00
21453,3011,166,15,17.69,265.35
21454,3012,182,10,67.89,678.90
21455,3012,347,1,480,480.00
21456,3012,183,4,195,780.00
21457,3012,216,1,245.45,245.45
21458,3013,228,6,5.74,34.44
21459,3013,164,10,20.29,202.90
21460,3013,142,15,14.11,211.65
21461,3013,39,15,7.4,111.00
21462,3013,132,15,18,270.00
21463,3014,55,20,47.21,944.20
21464,3014,34,20,33.92,678.40
21465,3014,57,10,21.43,214.30
21466,3014,146,1,126.36,126.36
21467,3014,216,1,245.45,245.45
21468,3014,265,1,80,80.00
21469,3015,198,60,2.48,148.80
21470,3015,173,15,23.57,353.55
21471,3015,216,1,245.45,245.45
21472,3016,97,20,1.51,30.20
21473,3016,132,10,18,180.00
21474,3016,148,10,41.4,414.00
21475,3016,104,10,10.13,101.30
21480,2990,130,10,28.57,285.70
21481,2990,203,5,84.34,421.70
21482,2990,113,15,7.72,115.80
21483,2990,59,15,21.43,321.45
21484,2947,213,6,451.54,2709.24
21485,2947,173,8,23.57,188.56
21486,2947,111,16,21.5,344.00
21487,2947,246,3,50,150.00
21488,2947,171,16,31,496.00
21489,2947,219,1,85.67,85.67
21490,2947,239,3,50,150.00
21491,2947,233,6,20,120.00
21498,3017,334,15,7.83,117.45
21499,3017,148,15,41.4,621.00
21500,3017,131,15,26,390.00
21501,3017,99,1,145.31,145.31
21502,3017,106,1,275,275.00
21503,3017,226,15,21.5,322.50
21508,3018,69,2,731.2,1462.40
21509,3018,147,30,1.64,49.20
21510,3018,106,1,275,275.00
21511,3018,170,5,4.43,22.15
21512,3019,132,10,18,180.00
21513,3019,203,5,84.34,421.70
21514,3019,65,10,70,700.00
21515,3020,334,10,7.83,78.30
21516,3020,171,14,31,434.00
21517,3020,88,21,2.23,46.83
21518,3020,65,10,70,700.00
21519,3020,266,10,250,2500.00
21524,3022,55,4,47.21,188.84
21525,3022,115,2,6.73,13.46
21526,3022,126,1,110,110.00
21527,3022,341,1,77.43,77.43
21528,3021,132,10,18,180.00
21529,3021,203,5,84.34,421.70
21530,3021,266,10,250,2500.00
21531,3021,343,10,31.07,310.70
21532,2976,294,5,480,2400.00
21533,2976,322,5,430,2150.00
21534,2976,352,5,300,1500.00
21535,2976,270,5,35,175.00
21536,2976,240,5,65,325.00
21537,2976,232,5,15,75.00
21538,2919,148,20,41.4,828.00
21539,2919,97,20,1.51,30.20
21540,2919,273,1,1008.30,1008.30
21541,2919,231,1,15,15.00
21546,2813,273,1,1008.30,1008.30
21547,2813,231,1,15,15.00
21548,2813,97,5,1.51,7.55
21549,2813,148,5,41.4,207.00
21550,2751,345,60,19.64,1178.40
21551,2751,266,10,250,2500.00
21737,3023,164,10,20.29,202.90
21738,3023,34,10,33.92,339.20
21739,3023,61,15,12,180.00
21740,3023,129,15,22,330.00
21741,3024,70,1,117.58,117.58
21742,3024,123,1,209.20,209.20
21743,3024,139,10,21.45,214.50
21744,3024,203,5,84.34,421.70
21745,3024,216,1,245.45,245.45
21746,3025,322,5,430,2150.00
21747,3025,294,5,480,2400.00
21748,3025,219,1,85.67,85.67
21749,3025,173,5,23.57,117.85
21750,3025,255,10,14.61,146.10
21751,3025,233,5,20,100.00
21752,3025,270,5,35,175.00
21753,3025,264,1,95.92,95.92
21754,3026,171,10,31,310.00
21755,3026,181,10,37.03,370.30
21756,3026,173,5,23.57,117.85
21757,3027,148,10,41.4,414.00
21758,3027,132,15,18,270.00
21759,3027,65,15,70,1050.00
21760,3028,50,6,220,1320.00
21761,3028,171,16,31,496.00
21762,3028,173,8,23.57,188.56
21763,3028,111,16,21.5,344.00
21764,3028,318,1,285,285.00
21765,3028,233,6,20,120.00
21766,3028,238,12,5,60.00
21775,3030,44,6,245,1470.00
21776,3030,171,16,31,496.00
21777,3030,173,8,23.57,188.56
21778,3030,111,16,21.5,344.00
21779,3030,233,6,20,120.00
21780,3029,97,30,1.51,45.30
21781,3029,142,30,14.11,423.30
21782,3029,129,30,22,660.00
21783,3029,130,10,28.57,285.70
21784,3029,165,5,75,375.00
21785,3029,161,10,27.5,275.00
21786,3031,209,6,106.26,637.56
21787,3031,206,1,304.25,304.25
21788,3031,153,1,75,75.00
21789,3031,235,1,120,120.00
21790,3031,232,6,15,90.00
21791,3032,97,10,1.51,15.10
21792,3032,61,10,12,120.00
21793,3032,129,10,22,220.00
21794,3032,199,20,1.5,30.00
21795,3033,97,15,1.51,22.65
21796,3033,132,15,18,270.00
21797,3033,104,10,10.13,101.30
21798,3033,191,1,130.75,130.75
21799,3033,247,5,37.5,187.50
21800,3033,226,10,21.5,215.00
21805,3034,203,7,84.34,590.38
21806,3034,41,14,100,1400.00
21807,3034,173,14,23.57,329.98
21808,3034,255,14,14.61,204.54
21813,3036,164,10,20.29,202.90
21814,3036,69,1,731.2,731.20
21815,3036,165,5,75,375.00
21816,3036,88,15,2.23,33.45
21817,3037,132,15,18,270.00
21818,3037,148,14,41.4,579.60
21819,3037,343,15,31.07,466.05
21820,3037,278,1,1293,1293.00
21821,3037,231,1,15,15.00
21830,3038,142,20,14.11,282.20
21831,3038,129,20,22,440.00
21832,3038,119,15,1.56,23.40
21833,3038,97,20,1.51,30.20
21838,3035,130,10,28.57,285.70
21839,3035,72,5,70,350.00
21840,3035,166,15,17.69,265.35
21841,3035,69,1,731.2,731.20
21842,3039,182,3,67.89,203.67
21843,3039,139,2,21.45,42.90
21844,3039,108,1,235,235.00
21852,3041,130,10,28.57,285.70
21853,3041,165,5,75,375.00
21854,3041,191,1,130.75,130.75
21855,3041,185,20,8.33,166.60
21856,3040,171,14,31,434.00
21857,3040,88,21,2.23,46.83
21858,3040,130,10,28.57,285.70
21859,3040,318,1,285,285.00
21860,3040,111,10,21.5,215.00
21861,3040,233,6,20,120.00
21862,3040,272,1,461.63,461.63
21863,3040,213,6,451.54,2709.24
21864,3042,273,1,1008.30,1008.30
21865,3042,231,1,15,15.00
21866,2844,132,15,18,270.00
21867,2844,148,14,41.4,579.60
21868,2844,65,15,70,1050.00
21869,2844,63,30,10,300.00
21870,2844,345,60,19.64,1178.40
21871,2844,273,1,1008.30,1008.30
21872,2844,231,1,15,15.00
21873,3043,341,1,77.43,77.43
21874,3043,146,1,126.36,126.36
21875,3043,216,1,245.45,245.45
21876,3043,318,1,285,285.00
21877,3044,171,14,31,434.00
21878,3044,355,10,34,340.00
21879,3044,188,20,17.95,359.00
21880,3044,318,1,285,285.00
21881,3044,265,1,80,80.00
21882,3045,135,60,2.8,168.00
21883,3045,82,45,16.56,745.20
21884,3045,119,20,1.56,31.20
21885,3046,41,6,100,600.00
21886,3046,111,6,21.5,129.00
21887,3046,173,3,23.57,70.71
21888,3046,186,6,19.58,117.48
21889,3046,265,1,80,80.00
21893,3047,171,14,31,434.00
21894,3047,111,14,21.5,301.00
21895,3047,173,7,23.57,164.99
21896,3047,87,21,10.94,229.74
21899,3048,132,15,18,270.00
21900,3048,223,20,18,360.00
21901,3049,130,10,28.57,285.70
21902,3049,185,20,8.33,166.60
21903,3049,106,1,275,275.00
21904,3049,165,5,75,375.00
21905,3049,88,15,2.23,33.45
21910,3050,322,1,430,430.00
21911,3050,294,1,480,480.00
21912,3050,270,1,35,35.00
21913,3050,233,1,20,20.00
21914,3050,265,1,80,80.00
21915,3050,359,1,386.27,386.27
21916,3050,232,1,15,15.00
21917,3050,260,1,114.45,114.45
21918,3050,286,1,129,129.00
21921,3051,139,10,21.45,214.50
21922,3052,130,3,28.57,85.71
21923,3052,165,2,75,150.00
21924,3052,88,6,2.23,13.38
21925,3052,69,1,731.2,731.20
21926,3052,166,6,17.69,106.14
21933,3053,273,1,1008.30,1008.30
21934,3053,231,1,15,15.00
21936,3055,267,20,45,900.00
21943,3057,164,10,20.29,202.90
21944,3057,61,15,12,180.00
21945,3057,131,15,26,390.00
21946,3057,165,5,75,375.00
21947,3057,88,15,2.23,33.45
21948,3057,106,1,275,275.00
21949,3058,132,30,18,540.00
21950,3058,343,30,31.07,932.10
21951,3058,148,14,41.4,579.60
21952,3058,342,10,10.28,102.80
21953,3059,157,6,330,1980.00
21954,3059,203,7,84.34,590.38
21955,3059,313,7,16.9,118.30
21956,3059,173,7,23.57,164.99
21957,3059,186,14,19.58,274.12
21958,3059,233,6,20,120.00
21959,3059,234,1,100,100.00
21960,3056,213,6,451.54,2709.24
21961,3056,41,10,100,1000.00
21962,3056,111,20,21.5,430.00
21963,3056,318,1,285,285.00
21964,3056,233,6,20,120.00
21965,3060,69,1,731.2,731.20
21966,3060,354,10,20.3,203.00
21967,3060,185,20,8.33,166.60
21968,3060,318,1,285,285.00
21969,3060,61,30,12,360.00
21970,3061,41,20,100,2000.00
21971,3061,88,15,2.23,33.45
21972,3061,148,15,41.4,621.00
21973,3061,265,1,80,80.00
21974,3062,294,2,480,960.00
21975,3062,233,2,20,40.00
21991,3063,111,1,21.5,21.50
21992,3063,265,1,80,80.00
21993,3063,219,1,85.67,85.67
21994,3063,246,1,50,50.00
21995,3063,244,1,100,100.00
21996,3063,317,3,27,81.00
21997,3064,294,1,480,480.00
21998,3064,49,1,384.84,384.84
21999,3064,270,1,35,35.00
22000,3064,260,1,114.45,114.45
22001,3064,233,2,20,40.00
22002,3064,240,1,65,65.00
22003,3065,163,10,7.75,77.50
22004,3065,130,10,28.57,285.70
22005,3065,272,1,461.63,461.63
22006,3065,341,1,77.43,77.43
22007,3065,72,5,70,350.00
22009,3066,132,5,18,90.00
22010,3067,69,1,731.2,731.20
22011,3067,166,15,17.69,265.35
22012,3068,132,10,18,180.00
22013,3068,148,10,41.4,414.00
22014,3068,191,1,130.75,130.75
22015,3069,273,1,1008.30,1008.30
22016,3069,231,1,15,15.00
22017,3070,191,1,130.75,130.75
22018,3070,174,15,6.41,96.15
22019,3071,171,2,31,62.00
22020,3071,87,3,10.94,32.82
22021,3071,255,2,14.61,29.22
22022,3072,166,15,17.69,265.35
22023,3072,146,1,126.36,126.36
22027,2953,132,10,18,180.00
22028,2953,65,10,70,700.00
22029,2953,344,10,282.2,2822.00
22030,3074,203,5,84.34,421.70
22031,3074,84,10,2.74,27.40
22032,3074,173,10,23.57,235.70
22033,3074,186,20,19.58,391.60
22034,3074,39,20,8,160.00
22038,3075,273,1,1008.30,1008.30
22039,3075,231,1,15,15.00
22040,3076,303,5,136.87,684.35
22041,3076,71,10,30,300.00
22042,3076,168,5,27.65,138.25
22043,3077,164,5,20.29,101.45
22044,3077,183,1,195,195.00
22045,3077,123,1,209.20,209.20
22046,3077,147,10,1.64,16.40
22047,3077,354,10,20.3,203.00
22052,3079,144,15,16.37,245.55
22053,3079,65,5,70,350.00
22054,3079,148,14,41.4,579.60
22105,3080,132,12,18,216.00
22106,3080,112,10,50,500.00
22107,3080,65,12,70,840.00
22115,3081,294,1,480,480.00
22116,3081,286,1,129,129.00
22117,3081,323,1,212.23,212.23
22118,3081,359,1,386.27,386.27
22119,3081,233,1,20,20.00
22120,3081,232,1,15,15.00
22121,3081,270,1,35,35.00
22122,3081,234,1,100,100.00
22123,3082,294,1,480,480.00
22124,3082,182,5,67.89,339.45
22125,3082,171,10,31,310.00
22126,3082,193,1,72.83,72.83
22127,3082,119,30,1.56,46.80
22128,3082,233,1,20,20.00
22129,3083,173,15,23.57,353.55
22130,3083,91,15,1.96,29.40
22131,3083,147,15,1.64,24.60
22145,3084,294,5,480,2400.00
22146,3084,41,14,100,1400.00
22147,3084,173,7,23.57,164.99
22148,3084,111,14,21.5,301.00
22149,3084,233,5,20,100.00
22150,3084,234,1,100,100.00
22151,3085,68,1,135,135.00
22152,3085,147,5,1.64,8.20
22153,3085,185,4,8.33,33.32
22154,3078,157,1,330,330.00
22155,3078,341,1,77.43,77.43
22156,3078,86,1,96.65,96.65
22157,3078,233,2,20,40.00
22158,3078,265,1,80,80.00
22159,3078,219,1,85.67,85.67
22160,3078,246,1,50,50.00
22161,3078,239,1,50,50.00
22162,3078,328,1,163,163.00
22163,3078,232,1,15,15.00
22164,3078,210,1,42.20,42.20
22165,3078,234,1,100,100.00
22166,3078,238,2,5,10.00
22184,3086,164,10,20.29,202.90
22185,3086,165,5,75,375.00
22186,3086,142,20,14.11,282.20
22187,3086,129,20,22,440.00
22188,3086,174,30,6.41,192.30
22189,3086,303,7,136.87,958.09
22190,3087,61,15,12,180.00
22191,3087,351,15,10.1,151.50
22192,3087,39,15,8,120.00
22193,3087,90,2,300,600.00
22194,3087,119,15,1.56,23.40
22195,3088,348,10,33.12,331.20
22196,3088,111,5,21.5,107.50
22197,3088,173,5,23.57,117.85
22198,3088,216,1,245.45,245.45
22199,3089,166,15,17.69,265.35
22200,3089,203,5,84.34,421.70
22201,3090,273,1,1008.30,1008.30
22202,3090,231,1,15,15.00
22203,3091,334,5,7.83,39.15
22204,3091,112,4,50,200.00
22205,3091,343,5,31.07,155.35
22206,3091,72,5,70,350.00
22207,3092,132,30,18,540.00
22208,3092,148,14,41.4,579.60
22209,3093,183,2,195,390.00
22210,3093,341,1,77.43,77.43
22211,3093,123,1,209.20,209.20
22212,3094,171,6,31,186.00
22213,3094,284,6,7.5,45.00
22214,3094,173,3,23.57,70.71
22215,3095,284,14,7.5,105.00
22216,3095,34,14,33.92,474.88
22217,3095,57,7,21.43,150.01
22218,3096,342,50,10.28,514.00
22219,3096,135,30,2.8,84.00
22220,3097,41,8,100,800.00
22221,3097,284,8,7.5,60.00
22222,3097,173,4,23.57,94.28
22223,3097,318,1,285,285.00
22232,3099,171,8,31,248.00
22233,3099,111,8,21.5,172.00
22234,3099,173,4,23.57,94.28
22235,3099,318,1,285,285.00
22236,3099,265,1,80,80.00
22245,3100,41,14,100,1400.00
22246,3100,171,14,31,434.00
22247,3100,354,20,20.3,406.00
22248,3100,179,20,10.5,210.00
22249,3101,148,14,41.4,579.60
22250,3101,334,15,7.83,117.45
22251,3101,65,15,70,1050.00
22252,3102,185,16,8.33,133.28
22253,3102,147,5,1.64,8.20
22254,3103,165,5,75,375.00
22255,3103,57,7,21.43,150.01
22256,3103,185,14,8.33,116.62
22257,3103,68,1,135,135.00
22258,3104,144,15,16.37,245.55
22259,3104,148,14,41.4,579.60
22260,3104,65,15,70,1050.00
22261,3104,273,1,1008.30,1008.30
22262,3104,231,1,15,15.00
22263,3105,318,1,285,285.00
22264,3105,265,1,80,80.00
22265,3105,171,6,31,186.00
22266,3105,88,10,2.23,22.30
22273,3106,181,10,37.03,370.30
22274,3106,171,10,31,310.00
22275,3106,173,5,23.57,117.85
22276,3106,233,5,20,100.00
22277,3106,234,1,100,100.00
22278,3106,119,20,1.56,31.20
22279,3106,294,5,480,2400.00
22288,3107,294,3,480,1440.00
22289,3107,359,1,386.27,386.27
22290,3107,286,1,129,129.00
22291,3107,323,1,212.23,212.23
22292,3107,233,4,20,80.00
22293,3107,232,1,15,15.00
22294,3107,270,1,35,35.00
22295,3107,234,1,100,100.00
22296,3107,171,4,31,124.00
22297,3107,181,4,37.03,148.12
22298,3107,173,2,23.57,47.14
22299,3107,119,20,1.56,31.20
22300,3108,97,10,1.51,15.10
